X_nm,Y_nm,Z_compact,Z_exploded,Layer,Fitted_Peak_Brightness_au
9.020948883968863,6.377839502514671,8.0,14.4,1,50.20092596105368
9.563424447798203,9.334422734111415,8.0,14.4,1,51.04607615732989
8.863861449568082,7.9006349400993585,8.0,14.4,1,68.20623620790518
8.733126822153212,10.337940571371194,8.0,14.4,1,36.48344044869364
8.235788750495175,7.039860617772453,8.0,14.4,1,34.24330312695743
7.316943447513931,6.032337502841893,8.0,14.4,1,41.226664795338095
9.706405167787969,9.364835339778487,8.0,14.4,1,63.94837723808541
9.508137332493106,8.038089457449594,8.0,14.4,1,59.95321362450634
8.132707003640352,5.927034755740187,8.0,14.4,1,56.50131587618541
9.293002903199982,6.804259006437033,8.0,14.4,1,40.40023112907926
8.201050295465704,6.649012371037554,8.0,14.4,1,50.46857824324126
9.623268937750002,6.7129381576042375,8.0,14.4,1,44.82018498256642
9.576235721737245,7.811363179774166,8.0,14.4,1,93.41557490174613
7.452615053150478,6.206723752749999,8.0,14.4,1,62.84117422236845
7.515307147176895,6.298131482426251,8.0,14.4,1,32.18556251614218
8.199708443999999,7.3955499881718145,8.0,14.4,1,40.98812199615272
9.411895636352222,8.165887451310974,8.0,14.4,1,71.29196984742934
9.217923360871003,6.399831678419325,8.0,14.4,1,75.60203688950614
8.218482681294757,6.4324303204265645,8.0,14.4,1,25.191486879609545
8.708847487927951,8.558798000297754,8.0,14.4,1,41.19216028988572
8.866672370929864,8.257639180457176,8.0,14.4,1,79.78101239421382
10.043913242350389,9.500847403455763,8.0,14.4,1,23.922491180303325
9.61879406776961,7.078953869655032,8.0,14.4,1,60.78931067823144
9.166356614701945,6.977663304922566,8.0,14.4,1,41.58997472013962
7.983327249011234,6.2181122367000015,8.0,14.4,1,25.18970361627528
9.293002903199996,8.939830144470966,8.0,14.4,1,48.279293281958914
8.599038291785403,7.974442597247362,8.0,14.4,1,55.70916249098043
9.686975631398232,8.212836817405329,8.0,14.4,1,69.83863819810065
7.722713232428719,6.046085749811403,8.0,14.4,1,81.1447733682093
10.29251696832558,8.513068346467884,8.0,14.4,1,89.8088979736068
9.300078312973977,8.203763082295314,8.0,14.4,1,46.722723776773805
6.47598969572378,10.12095437778399,7.5,13.5,2,172.38306075243355
6.4835278935377,9.72761766038666,7.5,13.5,2,157.9580438631457
7.278685344265773,10.054138010024348,7.5,13.5,2,146.7702124307592
6.229922859396833,8.940096420059351,7.5,13.5,2,164.47041742538894
7.02560218303295,9.291777170030407,7.5,13.5,2,139.1899987109993
5.696842693950345,9.35790403484991,7.5,13.5,2,144.48952257577642
7.539221206573498,10.843106888532704,7.5,13.5,2,137.71578523274923
6.483391010271967,9.31577987109976,7.5,13.5,2,126.42387219118454
5.70521340806277,8.576999780799763,7.5,13.5,2,155.1487814887959
6.222987437358781,9.747582422989234,7.5,13.5,2,146.17125753772305
6.496150333167579,8.907898500485556,7.5,13.5,2,126.95776327115452
6.513580280927439,7.745517106776158,7.5,13.5,2,177.68257490225065
6.613583035773897,10.318939940906356,7.5,13.5,2,159.89861050094743
6.903023501152106,8.702580476782197,7.5,13.5,2,131.47318060970048
5.700399028300105,8.961194076928985,7.5,13.5,2,140.92143272596977
7.011962735440106,10.084815818811483,7.5,13.5,2,164.59330549013708
7.571909308537449,8.49847143081737,7.5,13.5,2,165.1823303254948
7.440557280575036,7.901742742675347,7.5,13.5,2,149.76674353568384
7.697521141584469,9.063525087895092,7.5,13.5,2,103.71252971902292
5.708287548210263,7.3887737881245235,7.5,13.5,2,117.8362612392321
5.567403824956538,8.775846428348947,7.5,13.5,2,161.25865763484683
7.541914098989584,10.037541723133335,7.5,13.5,2,140.68055747817107
6.74016444120373,10.49486487481668,7.5,13.5,2,156.13425753899867
7.26945210562804,10.46052292865328,7.5,13.5,2,132.4869133854495
6.084256286550064,9.946043484074664,7.5,13.5,2,139.65377748793637
6.76287920459379,9.2930029032,7.5,13.5,2,137.42631786488334
5.9565380054663,9.354535110522368,7.5,13.5,2,173.4873386675477
5.836162454429124,8.767885050080436,7.5,13.5,2,142.75992498401456
7.299459441620872,9.661970907117988,7.5,13.5,2,117.95092600996595
6.3709363603791935,9.128730373656795,7.5,13.5,2,157.31205330562673
6.625221215506549,9.134971969900665,7.5,13.5,2,159.3099556797666
7.835232966995671,8.448849703251522,7.5,13.5,2,109.14511628857215
5.825772160385451,9.570841356199846,7.5,13.5,2,160.62638670636
5.440976852257813,8.55709862054083,7.5,13.5,2,108.86022476617272
8.080343530049886,9.601805410584026,7.5,13.5,2,127.92415886471964
7.541644621260246,10.447881989989348,7.5,13.5,2,108.93680303283192
6.370719058656165,8.344411945608167,7.5,13.5,2,152.73873617762433
7.43558167473609,8.698879560957197,7.5,13.5,2,139.72114311419423
5.837058882675072,8.362442159383585,7.5,13.5,2,129.71841167484132
7.702553207231426,9.452997740535697,7.5,13.5,2,135.64772951165529
5.957976178109367,9.726181916195086,7.5,13.5,2,148.95851429590977
6.501396275620078,8.517637791427992,7.5,13.5,2,160.24842631226147
7.14726009505177,10.297294478581312,7.5,13.5,2,151.20046138551862
6.349925903569747,8.740706056738508,7.5,13.5,2,159.08794126455572
8.090337509356955,10.009074156787156,7.5,13.5,2,99.45983039765368
6.636756392708447,8.714263042040495,7.5,13.5,2,146.86689245073444
6.745416523983455,10.072614965153566,7.5,13.5,2,139.21293776130648
6.627514993530894,9.529069334525868,7.5,13.5,2,152.15706437434733
6.206568307189008,10.124362231549997,7.5,13.5,2,126.33238999277408
5.84872609903206,7.570898117978511,7.5,13.5,2,114.36799267479506
5.845565475757556,7.9717715625057375,7.5,13.5,2,122.90125365800846
6.771192283705746,8.517133854195624,7.5,13.5,2,160.97476643405693
7.6814344256775025,10.26380787060512,7.5,13.5,2,139.95664428718462
6.219730171692618,9.33329899188645,7.5,13.5,2,140.09062503929135
7.410979644389011,10.27920568731754,7.5,13.5,2,125.94648376988806
6.352185152592532,9.534774213012756,7.5,13.5,2,131.4691592715421
6.222102688506768,8.553011412656955,7.5,13.5,2,142.31938394363337
