X_nm,Y_nm,Z_display,Layer,Sampled_Reconstruction_Intensity_au,Source
6.808392312385488,7.496643524903413,7.913618565544156,1,39.0,intensity-weighted sampled reconstruction pixel
8.9011919574966,6.677113069417197,8.21595094851377,1,9.0,intensity-weighted sampled reconstruction pixel
9.52818011147486,9.905771185704763,8.10723725829739,1,62.0,intensity-weighted sampled reconstruction pixel
7.594935006616198,8.174920462944044,7.939734734518159,1,29.0,intensity-weighted sampled reconstruction pixel
8.29770037633418,7.201358646103184,7.850411397667182,1,9.0,intensity-weighted sampled reconstruction pixel
7.302049584408247,7.614016632180785,7.871006612412962,1,45.0,intensity-weighted sampled reconstruction pixel
8.13976309157553,8.621292031493,7.983404251610623,1,0.0,intensity-weighted sampled reconstruction pixel
7.696586455914059,7.08326470621369,8.203581464144595,1,99.0,intensity-weighted sampled reconstruction pixel
8.118903884151406,9.70493705549743,8.107707319050022,1,97.0,intensity-weighted sampled reconstruction pixel
6.684185357780161,9.300941274751745,7.869012124162409,1,65.0,intensity-weighted sampled reconstruction pixel
8.684305457720932,9.146677940595854,8.165398121372693,1,0.0,intensity-weighted sampled reconstruction pixel
7.819912336331751,8.095948656954391,7.943972240584453,1,94.0,intensity-weighted sampled reconstruction pixel
7.542894579470612,8.804514876561232,8.161792204066158,1,24.0,intensity-weighted sampled reconstruction pixel
7.727668422713864,8.63914545951127,7.88118181507132,1,29.0,intensity-weighted sampled reconstruction pixel
6.5484619836705305,8.894013682669472,8.054583881490705,1,24.0,intensity-weighted sampled reconstruction pixel
8.55264384584264,6.605548754554093,8.19626842451739,1,59.0,intensity-weighted sampled reconstruction pixel
7.514688682978358,8.037341618441577,7.888631244207986,1,57.0,intensity-weighted sampled reconstruction pixel
8.153450635184026,6.328303349992694,8.088746231669493,1,0.0,intensity-weighted sampled reconstruction pixel
8.601181236653256,8.31040025863986,8.224163805180286,1,32.0,intensity-weighted sampled reconstruction pixel
9.125672857588718,7.708406137002155,7.839275212131781,1,0.0,intensity-weighted sampled reconstruction pixel
9.210827175459782,6.920065692570901,7.81066505372231,1,0.0,intensity-weighted sampled reconstruction pixel
6.705997638262391,6.723790395382765,8.080129788524616,1,0.0,intensity-weighted sampled reconstruction pixel
8.299565342644376,8.654274025754772,7.926278535964554,1,71.0,intensity-weighted sampled reconstruction pixel
6.502617942644332,7.064026874823268,7.802772459588632,1,24.0,intensity-weighted sampled reconstruction pixel
8.691291585228411,10.026728478612917,7.988640584226458,1,95.0,intensity-weighted sampled reconstruction pixel
6.750585673360381,8.62817352351896,8.116734512636219,1,9.0,intensity-weighted sampled reconstruction pixel
6.011384628643575,7.779889094621155,7.901156304190986,1,65.0,intensity-weighted sampled reconstruction pixel
8.113011857878766,8.670443093730913,7.924121563652362,1,0.0,intensity-weighted sampled reconstruction pixel
8.001477216592596,6.18532263887709,8.159021724297608,1,69.0,intensity-weighted sampled reconstruction pixel
8.757342060301026,10.214742646759989,8.009233079640284,1,32.0,intensity-weighted sampled reconstruction pixel
5.787518239425097,8.278721389434667,8.157656705650977,1,14.0,intensity-weighted sampled reconstruction pixel
6.954780974458752,9.390742391470903,7.975339166386107,1,54.0,intensity-weighted sampled reconstruction pixel
8.878378229662331,6.594286852140645,8.208368574317648,1,0.0,intensity-weighted sampled reconstruction pixel
8.01378443771354,8.295874951447788,8.069365511270158,1,95.0,intensity-weighted sampled reconstruction pixel
9.43395749569567,8.306906384517548,7.823313478046854,1,73.0,intensity-weighted sampled reconstruction pixel
8.661606377561485,10.085486039294835,8.177142774584329,1,34.0,intensity-weighted sampled reconstruction pixel
6.214917650531314,8.600414726535513,7.995061987782167,1,18.0,intensity-weighted sampled reconstruction pixel
7.511595233828622,8.243230541929448,7.835153925267536,1,29.0,intensity-weighted sampled reconstruction pixel
6.646883720746656,7.474975963155031,7.840237461567053,1,0.0,intensity-weighted sampled reconstruction pixel
6.800156404550133,7.716729710024176,8.08626561015054,1,0.0,intensity-weighted sampled reconstruction pixel
9.723117186272985,8.409168705793476,7.791791353095565,1,88.0,intensity-weighted sampled reconstruction pixel
7.323504578142928,8.123448059732478,7.901833131860354,1,96.0,intensity-weighted sampled reconstruction pixel
8.485345012552097,6.1686378602167045,7.834302291616139,1,18.0,intensity-weighted sampled reconstruction pixel
