Zn_at_pct,x_Ga,x_In,x_Sn,x_Zn,H_mix_kJ_mol,Tl_pred_C
0.0,0.685,0.215,0.1,0.0,0.17277,11.000000000000245
0.25,0.683291770573566,0.2144638403990025,0.09975062344139651,0.0024937655860349127,0.21288922332572563,8.807621688055528
0.5,0.681592039800995,0.21393034825870647,0.09950248756218906,0.004975124378109453,0.2526076087225563,7.42223818889595
0.75,0.6799007444168734,0.21339950372208435,0.09925558312655088,0.007444168734491315,0.29192963444144104,6.8201744708908265
1.0,0.6782178217821783,0.21287128712871287,0.09900990099009901,0.009900990099009901,0.3308597196353298,6.9783386161658925
1.25,0.6765432098765433,0.2123456790123457,0.09876543209876543,0.012345679012345678,0.369402225270538,7.874207471531616
1.5,0.6748768472906403,0.21182266009852216,0.09852216748768473,0.014778325123152709,0.40756145502196117,9.485812669365831
1.75,0.6732186732186732,0.2113022113022113,0.09828009828009827,0.0171990171990172,0.4453416561524669,11.79172700830103
2.0,0.6715686274509803,0.2107843137254902,0.09803921568627451,0.0196078431372549,0.4827470203767781,14.771051183864486
