atom_id,x_px,y_px,x_nm,y_nm,manual_atom_class,integrated_intensity,peak_height,local_background,local_normalized_intensity,overlay_to_peak_shift_px,nearest_neighbor_distance_px,local_pt_fraction,local_alternation_metric,smoothed_order_metric,spatial_region,lattice_i,lattice_j,parity_i_plus_j,lattice_fit_residual_px,expected_column_from_110,pt_probability_from_intensity,intensity_confidence,audited_column_label,display_label
19,835.6989614844367,480.8894847579408,9.517344209897177,5.476602178889578,Pt-like,5508.0,186.0,9.0,0.9540140296180826,0.509868248028956,20.60521007806601,1.0,0.0,0.0087839972572309,Pt-rich,,,,,,,,,Pt-rich region
20,754.6291559638147,431.9481679900446,8.594082030895951,4.919234778386527,Pt-like,5702.0,199.0,0.0,1.0319895027374326,0.5352219199858378,20.47583245948299,0.9462619265829288,0.0,0.1089740248071987,Pt-rich,,,,,,,,,Pt-rich region
21,624.7171817026368,458.18966793785455,7.114581597109713,5.218085679366086,Pt-like,5523.0,195.0,0.0,1.0294501397949674,0.5489975076856558,16.28901254566085,0.623715685593844,0.5,0.4976939530048183,Pt-rich,,,,,,,,,Pt-rich region
22,301.55887930270376,978.1166754470672,3.434298456918829,11.139266059556286,LM-like,3302.0,94.0,9.0,0.7687114422069607,0.581250842895635,19.213558961204704,0.5893886432075307,0.6666666666666666,0.5701889818422896,liquid-metal,,,,,,,,,amorphous liquid-metal
23,808.0604955476732,658.3541595206773,9.202583984173724,7.497655779116973,Pt-like,6095.0,179.0,0.0,1.1115163672836692,0.5865697245938616,18.987410216062504,0.468999554523027,0.6666666666666666,0.6189407009442425,ordered-intermetallic,2.0,-6.0,0.0,1.120608382692003,Pt-rich projected column,0.9796941526063019,0.9796941526063019,Pt-rich projected column,Pt-rich projected column
24,623.2693500021098,561.7943075212837,7.09809298902596,6.397985454407504,Pt-like,5746.0,188.0,0.0,1.1750511247443762,0.5996841786790589,17.99819861695367,0.4738006308495711,0.6666666666666666,0.6375071417701066,ordered-intermetallic,-9.0,-1.0,0.0,0.9800125829412988,Pt-rich projected column,0.9978370508515112,0.9978370508515112,Pt-rich projected column,Pt-rich projected column
25,439.6820301979493,391.4386314508642,5.007311744012761,4.457892571688132,Pt-like,4152.0,169.0,0.0,0.8414226365386563,0.5996875312041435,22.52666079387234,0.5970236517800892,0.5,0.3820384347779691,Pt-rich,,,,,,,,,Pt-rich region
26,706.810032636192,470.7243071372274,8.049494712376248,5.360836216707185,LM-like,6353.0,199.0,0.0,1.1291211232560203,0.6029185104160708,18.77390584330164,0.6266921534496854,0.6666666666666666,0.482837583314645,Pt-rich,,,,,,,,,Pt-rich region
27,421.609826330345,724.989747315244,4.801496740325422,8.256534101214212,LM-like,4811.0,155.0,0.0,0.9300212642567176,0.6078164477223491,20.78266718195879,0.5316271341441625,0.6666666666666666,0.6265228280992858,ordered-intermetallic,-13.0,12.0,1.0,2.397027009428029,Pt+Ga mixed projected column,0.07087534087952455,0.9291246591204755,Pt+Ga mixed projected column,Pt+Ga mixed projected column
28,302.4191988000927,908.5817106107024,3.444096191706715,10.347368228553528,LM-like,4274.0,119.0,0.0,0.8555700130117105,0.6264628965141962,19.878342076676077,0.5318516453560862,0.6666666666666666,0.6213034444457199,ordered-intermetallic,-13.0,22.0,1.0,0.8693976716303424,Pt+Ga mixed projected column,0.005383399964338704,0.9946166000356613,Pt+Ga mixed projected column,Pt+Ga mixed projected column
29,436.4921340255883,538.2461976094746,4.970983662651661,6.12980818262403,Pt-like,4802.0,169.0,0.0,0.9304398372408448,0.6266443733490344,18.17771734031609,0.4762395707729724,0.6,0.6281584305137053,ordered-intermetallic,-18.0,6.0,0.0,4.15237270879536,Pt-rich projected column,0.07186113140528307,0.928138868594717,uncertain intensity,uncertain intensity
