atom_id,x_px,y_px,x_nm,y_nm,manual_atom_class,integrated_intensity,peak_height,local_background,local_normalized_intensity,overlay_to_peak_shift_px,nearest_neighbor_distance_px,local_pt_fraction,local_alternation_metric,smoothed_order_metric,spatial_region
769,363.0934024881298,780.3204683073909,4.135083386586956,8.886667129175205,Pt-like,5988.0,162.0,0.0,1.1332323996971991,4.061421793180374,19.82282682651478,0.46678636259534323,0.6666666666666666,0.6263036898695353,ordered-intermetallic
770,385.2464685620052,816.5631525923874,4.387373224012576,9.299416357459805,Pt-like,5406.0,150.0,9.0,1.03069590085796,4.065220737744637,18.61782110058927,0.47117630348089784,0.6666666666666666,0.6263498830267421,ordered-intermetallic
771,273.2692134822198,504.3287624994869,3.112122051771384,5.743540017248769,Pt-like,5337.0,170.0,9.0,1.0762250453720508,4.065332682378689,18.36346261299224,0.46490540506778705,0.6666666666666666,0.5635246939056693,Pt-rich
772,255.6144933329783,910.1742975734167,2.9110615547100056,10.36550537961738,LM-like,4302.0,123.0,0.0,0.9457023521653111,4.06553019100244,21.037699249908,0.5323048877022186,0.6666666666666666,0.6200305789697562,liquid-metal
773,164.71980939810004,735.877941604621,1.8759089055773215,8.380534127123264,LM-like,4748.0,171.0,0.0,0.9292494373226343,4.0667345244123485,19.525097192456077,0.5293378629741698,0.6666666666666666,0.6276067567539548,ordered-intermetallic
774,325.26188777000846,976.6868507888275,3.7042397884154425,11.122982524384607,LM-like,3856.0,127.0,0.0,0.874971636033583,4.066859866237178,19.099221098427485,0.587680617012343,0.6666666666666666,0.5695579944493829,liquid-metal
775,233.67634497511307,804.9174536540226,2.661219304243738,9.166789502013705,LM-like,4962.0,144.0,0.0,0.9682423532855261,4.068243862674013,20.422148765985455,0.5295137457876404,0.6666666666666666,0.621862688205037,ordered-intermetallic
776,726.1582451901164,676.4517063025684,8.269841520507805,7.703759400176914,LM-like,5002.0,161.0,0.0,0.9397839361202442,4.072897170657085,19.556483214342116,0.5280331629456432,0.6666666666666666,0.6285009986467902,ordered-intermetallic
777,701.9218991585597,817.332648404994,7.993826282720775,9.308179748171266,LM-like,4711.0,153.0,0.0,0.9151126651126651,4.079516203160204,19.469781883085684,0.5296946028774022,0.6666666666666666,0.6245839586927235,ordered-intermetallic
778,174.9676443122935,824.1608765959307,1.9926162090198631,9.385942915330688,Pt-like,6472.0,162.0,0.0,1.2612296599434862,4.086989047522718,20.682027250533437,0.46837079701949685,0.6666666666666666,0.6244640290465842,ordered-intermetallic
779,770.3265943915061,888.6650210183574,8.772852056485828,10.120547328793975,LM-like,4515.0,127.0,0.0,0.8585282373074729,4.098199114244849,19.757255992173867,0.5366926421619463,0.6666666666666666,0.6120225129882967,liquid-metal
780,140.09937125513375,808.7185869096577,1.595519440944182,9.210078647087316,LM-like,4683.0,142.0,9.0,0.8741833115549748,4.10236117984539,20.228758622327323,0.5300819209096367,0.6666666666666666,0.6259321452901702,ordered-intermetallic
781,176.4119227406232,718.5853347285603,2.0090643507202275,8.183597551261586,Pt-like,5869.0,188.0,0.0,1.034367289390201,4.104367797942414,19.553689965868564,0.4723626362139217,0.6666666666666666,0.6280351187044781,ordered-intermetallic
782,375.5101320401351,656.3754917262604,4.27649111180146,7.475121752697874,LM-like,4783.0,157.0,9.0,0.887713437268003,4.104381161827003,17.28486634515302,0.5264676217871552,0.6666666666666666,0.6286884133277488,ordered-intermetallic
783,690.222170385997,732.6091297182949,7.860584109375091,8.343307315420269,Pt-like,5754.0,156.0,0.0,1.111239860950174,4.108052416804419,17.996011607017227,0.47013779031943514,0.6666666666666666,0.627096377778894,ordered-intermetallic
784,610.844554984268,546.4653307023618,6.956593410383229,6.22341164793529,LM-like,4725.0,190.0,0.0,0.882270562972645,4.110565524613295,19.73203135894607,0.5258835855824892,0.8,0.6436633380084484,ordered-intermetallic
785,823.2676585568198,499.29197054048075,9.375770516028423,5.686178592864138,Pt-like,5962.0,193.0,0.0,1.0275766976904517,4.113875511331357,20.266910046414772,1.0,0.0,0.03461391909049491,Pt-rich
786,664.1234495305332,945.2321547790964,7.563359245797113,10.764761223725655,Pt-like,5149.0,153.0,0.0,1.1184967959161507,4.118380553826991,20.3897385077836,0.47103517127152406,0.6666666666666666,0.6029673995511586,liquid-metal
787,851.9834781926438,901.6116414528659,9.7028001670621,10.267989707819119,Pt-like,5337.0,154.0,0.0,1.2257694074414331,4.119376056825825,19.706565551955293,0.4691136139111509,0.6666666666666666,0.6160023075130319,liquid-metal
788,643.3648266123091,804.9788946272776,7.326950001868815,9.167489221551492,Pt-like,6019.0,179.0,0.0,1.1323487912708117,4.12127400853908,19.694871761369477,0.46801601481684046,0.6666666666666666,0.625065054387516,ordered-intermetallic
789,307.77409044687454,590.0997486613916,3.505080289280079,6.720341516529292,LM-like,4924.0,169.0,0.0,0.9612024791371822,4.126170730378325,18.015371145266943,0.5261329665986049,0.6666666666666666,0.6272602741148636,ordered-intermetallic
790,536.6274728239498,860.8653942727433,6.111373361384613,9.80395172578556,LM-like,4625.0,159.0,0.0,0.9881422924901185,4.127041296063697,19.488307436074777,0.5305477200222757,0.6666666666666666,0.6254129018774134,ordered-intermetallic
791,153.90131869016082,685.3466273370683,1.7527026977867315,7.8050590656148335,Pt-like,6177.0,188.0,0.0,1.1221727677354891,4.133449322805521,19.93375016480849,0.4698662393929656,0.6666666666666666,0.6282550965536122,ordered-intermetallic
792,92.66587216341208,845.3227858445078,1.0553237978457701,9.626944979159465,LM-like,4718.0,154.0,0.0,0.9043511596703087,4.134226002521337,20.15897926825176,0.5305371461103441,0.6666666666666666,0.6268928503207314,liquid-metal
793,477.5795433700953,954.1130341748192,5.438906964518659,10.86590097618573,Pt-like,4515.0,163.0,0.0,1.1239731142643763,4.138031460404825,18.87581813838204,0.46655092156480027,0.6666666666666666,0.5867218906902806,liquid-metal
794,784.0806968875578,726.2042099144855,8.929490432008768,8.270364989033549,Pt-like,5535.0,177.0,0.0,1.0096680043779642,4.138741292441408,20.112811073624382,0.47076608750533017,0.6666666666666666,0.6272591300281796,ordered-intermetallic
