layer,lattice_i,lattice_j,x_ideal_px,y_ideal_px,x_completed_px,y_completed_px,atom_class,class_source,position_source,local_snr,local_prominence,refinement_shift_px,configured_radius_nm
4,3,-12,892.2180136139525,566.3727407281998,894.8535791309631,569.0383819960153,Pt-like,manual_label,strong_peak_refined,6.717873417493719,50.430970887407575,3.7485795927439827,3.41
4,3,-11,880.2421462818337,584.4174762052586,878.545752870503,585.1353584534997,Pt-like,manual_label,strong_peak_refined,9.314969940977418,42.2602796070426,1.8420384166314605,3.41
4,3,-10,868.2662789497149,602.4622116823175,866.3833951401762,605.5755548312562,Pt-like,manual_label,strong_peak_refined,15.79154132761149,81.67573061077486,3.6384278202634115,3.41
4,3,-9,856.2904116175962,620.5069471593763,854.0429751399373,623.0278170543212,Pt-like,manual_label,strong_peak_refined,8.164749309547384,78.94375164411504,3.3772408484369656,3.41
4,3,-8,844.3145442854773,638.5516826364351,841.1985918934207,642.0065926239923,LM-like,manual_label,strong_peak_refined,11.528819628467511,100.32177940700242,4.652479159726109,3.41
4,3,-7,832.3386769533586,656.5964181134939,830.0625086880343,659.7065046467989,Pt-like,manual_label,strong_peak_refined,18.638817659201244,102.50582085453922,3.8540342780927923,3.41
4,3,-6,820.3628096212398,674.6411535905528,817.971485996108,676.3892213005789,LM-like,manual_label,strong_peak_refined,12.072932957332727,94.10751347324884,2.962122448338273,3.41
4,3,-5,808.386942289121,692.6858890676116,805.8629024550562,695.4765719800321,Pt-like,manual_label,strong_peak_refined,13.012265130926062,117.90070549686385,3.762803237165258,3.41
4,3,-4,796.4110749570021,710.7306245446705,793.6268885180091,714.9848934928443,LM-like,manual_label,strong_peak_refined,6.638209519580544,107.84887112846832,5.084338542078894,3.41
4,3,-3,784.4352076248833,728.7753600217293,782.2027236979824,734.0205480139161,Pt-like,manual_label,weak_peak_refined,10.245507002347155,118.53389120783642,5.700524673856986,3.41
4,3,-2,772.4593402927645,746.8200954987881,770.5742404943866,751.5060582036035,LM-like,manual_label,strong_peak_refined,16.373507904609507,106.2888078005882,5.050925432112991,3.41
4,3,-1,760.4834729606457,764.864830975847,759.1677353357426,768.8409701239092,Pt-like,manual_label,strong_peak_refined,10.791977340373666,123.23097733511375,4.188179559467163,3.41
4,3,0,748.5076056285269,782.9095664529058,747.1416056849607,788.2284119553289,LM-like,manual_label,strong_peak_refined,18.019523381867376,131.31127169127777,5.491454572740174,3.41
4,3,1,736.5317382964081,800.9543019299647,735.3802077836826,805.7419537756354,Pt-like,manual_label,strong_peak_refined,9.836998203045715,133.77750243979452,4.924188533869463,3.41
4,3,2,724.5558709642893,818.9990374070235,723.2023035712368,825.4586763914238,LM-like,manual_label,weak_peak_refined,13.433265808995818,121.13192481188541,6.599930340262585,3.41
4,3,3,712.5800036321705,837.0437728840823,710.5789066382016,842.8943298847444,Pt-like,manual_label,weak_peak_refined,13.751741600531991,144.18904920869338,6.183316779631097,3.41
4,3,4,700.6041363000517,855.0885083611412,698.9386736723401,862.2425392442337,LM-like,manual_label,weak_peak_refined,14.522195257082426,109.89315270223142,7.34533346013277,3.41
4,3,5,688.6282689679329,873.1332438382,686.7787848054558,880.4149049690188,Pt-like,manual_label,weak_peak_refined,16.93181960097808,138.34284700691484,7.512867660975523,3.41
4,3,6,676.6524016358142,891.1779793152589,674.7048805396073,894.007753175328,LM-like,manual_label,strong_peak_refined,11.491585580135707,117.49465578980997,3.435179546879829,3.41
4,3,7,664.6765343036953,909.2227147923177,662.9105051959983,913.4341087119917,Pt-like,manual_label,strong_peak_refined,11.276317792406145,119.35301017540638,4.566694379515734,3.41
4,3,8,652.7006669715765,927.2674502693765,650.5842611134738,934.6141168002455,LM-like,manual_label,weak_peak_refined,10.705186416445185,125.38267669848362,7.64543542723387,3.41
4,3,9,640.7247996394577,945.3121857464353,639.0402950200756,952.878052237583,Pt-like,manual_label,weak_peak_refined,10.9262232165128,130.43885344319017,7.751121955858514,3.41
4,3,10,628.7489323073389,963.3569212234942,626.9435352019207,967.7264605626286,LM-like,manual_label,strong_peak_refined,36.528442915504534,105.038591827489,4.727825371616029,3.41
4,3,11,616.7730649752201,981.401656700553,614.7242397702679,985.973211125191,Pt-like,manual_label,strong_peak_refined,17.930966803932044,125.62932678940359,5.009670106691192,3.41
4,3,12,604.7971976431013,999.4463921776119,602.996413211926,1006.2734259785697,LM-like,liquid_region,weak_peak_refined,15.149907541212825,104.43971310432283,7.060539291511918,3.41
4,4,-15,939.5866858137003,529.2424817429599,942.6373878064583,530.6721556194806,Pt-like,Pt-rich_region,strong_peak_refined,4.808927553311286,31.414299672349113,3.3690874197359366,3.41
4,4,-14,927.6108184815815,547.2872172200186,931.9480668545285,546.7480683078179,Pt-like,manual_label,strong_peak_refined,5.074735485664587,42.72838763493144,4.370629817103999,3.41
4,4,-13,915.6349511494627,565.3319526970774,916.8331574374967,567.037739591862,Pt-like,manual_label,strong_peak_refined,5.7681965263201285,62.1054829846716,2.0845640405376553,3.41
4,4,-12,903.6590838173439,583.3766881741363,903.0280856153963,584.298164588756,Pt-like,manual_label,strong_peak_refined,8.22050872374633,46.3456039399141,1.1168157921346504,3.41
4,4,-11,891.6832164852251,601.4214236511951,891.153870276915,604.865998392687,Pt-like,Pt-rich_region,strong_peak_refined,5.022602942840045,60.473189589892655,3.485011127381899,3.41
4,4,-10,879.7073491531064,619.466159128254,877.3063135250418,624.070280542889,Pt-like,manual_label,strong_peak_refined,4.12127261891156,47.99248854044221,5.192581832569988,3.41
4,4,-9,867.7314818209875,637.5108946053128,865.7432941494756,639.2908930588995,LM-like,manual_label,strong_peak_refined,8.821602714123683,79.97909458182426,2.668573535041342,3.41
4,4,-8,855.7556144888688,655.5556300823716,852.6061943879045,658.2557197899928,Pt-like,manual_label,strong_peak_refined,6.228388569028623,90.71810778712296,4.148413118477937,3.41
4,4,-7,843.77974715675,673.6003655594305,841.0112155584189,675.1841959389741,LM-like,manual_label,strong_peak_refined,19.69197556238882,114.41300280890333,3.1895588851943852,3.41
4,4,-6,831.8038798246312,691.6451010364893,829.7720893847658,695.7842727224106,Pt-like,manual_label,strong_peak_refined,7.094044999796589,87.69571405362244,4.6109559352764125,3.41
4,4,-5,819.8280124925124,709.6898365135481,818.0972547842256,710.8389640391179,LM-like,manual_label,strong_peak_refined,6.181532819144146,89.22804448305843,2.0775024223369956,3.41
4,4,-4,807.8521451603935,727.734571990607,805.9902426627702,731.9078798435362,Pt-like,manual_label,strong_peak_refined,10.154788062453903,112.50921797268633,4.5698117407587,3.41
4,4,-3,795.8762778282747,745.7793074676658,794.2427719486242,750.7016685952368,LM-like,manual_label,strong_peak_refined,13.255692142281427,117.58141537020185,5.186326303760186,3.41
4,4,-2,783.9004104961559,763.8240429447246,782.2855783390896,769.5718563745495,Pt-like,manual_label,weak_peak_refined,16.342872289495315,127.94238132524623,5.970346901108058,3.41
4,4,-1,771.9245431640371,781.8687784217835,770.934614471085,787.3158070911037,LM-like,manual_label,weak_peak_refined,20.326218726457586,132.85737344441216,5.536251452158377,3.41
4,4,0,759.9486758319183,799.9135138988423,758.6091416813277,804.043557602465,Pt-like,manual_label,strong_peak_refined,15.255697167121449,128.29822402931867,4.341844393161876,3.41
4,4,1,747.9728084997995,817.9582493759012,747.2355168416374,823.6678238332397,LM-like,manual_label,weak_peak_refined,20.800682115145527,131.36284965978965,5.756981802393282,3.41
4,4,2,735.9969411676807,836.00298485296,734.8011622143741,840.4958149697218,Pt-like,manual_label,strong_peak_refined,12.650336805297936,126.68868233595536,4.649237546442679,3.41
4,4,3,724.0210738355619,854.0477203300188,722.1682169922558,858.4286396297624,LM-like,manual_label,strong_peak_refined,10.281960031431343,110.97638422430553,4.756630361154008,3.41
4,4,4,712.0452065034431,872.0924558070777,710.6611737470869,877.7012619930478,Pt-like,manual_label,weak_peak_refined,16.748628447153266,135.18587352556847,5.777045395567057,3.41
4,4,5,700.0693391713244,890.1371912841365,698.3974212357224,895.7550996427398,LM-like,manual_label,weak_peak_refined,15.101094420443895,130.30092918482046,5.861416544577923,3.41
4,4,6,688.0934718392056,908.1819267611954,686.4885812087141,911.1048517919439,Pt-like,manual_label,strong_peak_refined,10.504653299509094,132.77769521760638,3.33454114852635,3.41
4,4,7,676.1176045070868,926.2266622382542,674.1605278176244,933.1696755474965,LM-like,manual_label,weak_peak_refined,6.709314902807737,101.47867295608417,7.213569364797985,3.41
4,4,8,664.141737174968,944.271397715313,662.3689207376403,951.4057705574719,Pt-like,manual_label,weak_peak_refined,10.064867498387677,141.0064726821183,7.351336883274575,3.41
4,4,9,652.1658698428491,962.3161331923718,650.6992532945865,969.3565596136206,LM-like,manual_label,weak_peak_refined,16.0760516818137,119.20177906630602,7.191562298461679,3.41
4,4,10,640.1900025107303,980.3608686694307,638.6859949042156,984.4016200559906,Pt-like,manual_label,strong_peak_refined,11.7407891269301,126.38157022208728,4.311578672416878,3.41
4,4,11,628.2141351786115,998.4056041464896,626.3899324365888,1002.515988585461,LM-like,manual_label,strong_peak_refined,14.904979386689867,130.5085667202308,4.49699631755919,3.41
4,5,-15,951.0277560170917,546.2464291888964,958.6442092122882,544.0361854351044,Pt-like,manual_label,weak_peak_refined,3.25071734944377,44.3467730793055,7.930670635311644,3.41
