layer,x_px,y_px,x_nm,y_nm,display_z_base,brightness
1,782.7689434726005,771.0000000000001,8.914551549296169,8.78052112545,8.0,41.9283570871836
1,587.680410160233,557.6765140684538,6.692788918839231,6.3510900297605355,8.0,84.06801243844072
1,787.3765475732337,696.7184924408532,8.967025174644183,7.934567368830853,8.0,55.25238327697397
1,789.9992219864401,906.9999999999999,8.996893460105062,10.32935494265,8.0,23.470451388276498
1,879.9553307705112,666.9999999999999,10.021357161196908,7.596118794649999,8.0,51.40149231983439
1,616.8131648372799,893.0000000000001,7.024566827898067,10.169916167350001,8.0,46.517215941796955
1,875.3698116698479,641.3345213045721,9.969135050516586,7.303827902458053,8.0,47.85468588500717
1,701.9693516511182,586.4605282130091,7.994366694670666,6.678896312862376,8.0,69.01876000589809
1,758.6490288955252,632.8563828450013,8.639862289259776,7.207274758685354,8.0,92.34035746089023
1,890.5467345708836,625.0342004101703,10.141977193385419,7.118191959572308,8.0,90.151999154146
1,866.4411095336887,749.9693236273487,9.867450669544606,8.541013605122416,8.0,38.71465685726374
1,812.167949765561,638.4061913995888,9.249361660609498,7.270478664334846,8.0,42.19101635769758
1,848.1802260364044,873.1529172074141,9.659486890922963,9.943887983512315,8.0,65.31291791179045
1,789.6452360726723,774.7849111240063,8.99286209720759,8.823625525037922,8.0,43.00994325416258
1,868.3773574386852,722.8515293015187,9.88950159773388,8.2321830396833,8.0,72.1225581392962
1,709.0000000000015,702.3363279187834,8.074435120550017,7.998545998005001,8.0,56.33918884973276
1,837.1272443147797,839.7804450768933,9.533610185986596,9.563826120282057,8.0,49.13891176729382
1,763.8849964402509,735.4545403071089,8.699492021605606,8.375712228242138,8.0,62.11426081923266
1,904.5346384309275,732.1390630480485,10.301278211989672,8.337953968690739,8.0,61.15511728220301
1,841.683857956674,660.074935678846,9.585503107313663,7.517252810775821,8.0,88.85016074184684
1,761.1662702543223,571.9052011504207,8.668529852072712,6.513133204223087,8.0,36.42036219438009
1,767.9379272191132,809.0661318922791,8.74564875873114,9.214036657543804,8.0,37.46528184740279
1,824.932139113929,754.4034673564532,9.394726426138147,8.591511779813317,8.0,31.533092515621085
1,649.6727383813121,584.5755004505389,7.3987875538081225,6.657428704444181,8.0,82.1530563643699
1,812.3524250599547,709.0000000000019,9.251462554538872,8.074435120550023,8.0,39.05044548037914
1,823.9186131580269,654.90823302007,9.383183902056448,7.458411900471928,8.0,37.46982388405138
1,779.4051018084656,602.2841264970685,8.876242492493827,6.8591031079516345,8.0,69.29123937513715
1,850.1687347441599,768.3665843428603,9.682132990425673,8.750530513504986,8.0,28.033616893030235
1,609.1243137342559,556.1135808973241,6.937002470517338,6.333290590426203,8.0,36.67783919268032
