T_K,G_disordered_mean_kJ_mol_atom,G_disordered_minus1SD,G_disordered_plus1SD,G_ordered_Bmix_mean_kJ_mol_atom,G_ordered_Bmix_minus1SD,G_ordered_Bmix_plus1SD,G_ordered_frozen_mean_kJ_mol_atom,Gap_disordered_minus_ordered_Bmix,Gap_disordered_minus_ordered_frozen
520.0,-17.893992619515316,-20.15599310796182,-15.631992131068811,-31.36770511147557,-31.463124936471974,-31.272285286479164,-29.869287067848134,13.473712491960253,11.975294448332818
530.0,-17.969563496511604,-20.231563984958107,-15.7075630080651,-31.39652084308379,-31.491940668080193,-31.301101018087383,-29.869287067848134,13.426957346572184,11.89972357133653
540.0,-18.045134373507892,-20.307134861954395,-15.783133885061387,-31.425336574692007,-31.520756399688413,-31.329916749695602,-29.869287067848134,13.380202201184115,11.824152694340242
550.0,-18.12070525050418,-20.382705738950683,-15.858704762057675,-31.45415230630023,-31.549572131296635,-31.358732481303825,-29.869287067848134,13.33344705579605,11.748581817343954
560.0,-18.196276127500468,-20.45827661594697,-15.934275639053963,-31.48296803790845,-31.578387862904854,-31.387548212912044,-29.869287067848134,13.286691910407981,11.673010940347666
570.0,-18.27184700449676,-20.533847492943266,-16.009846516050253,-31.51178376951667,-31.607203594513074,-31.416363944520263,-29.869287067848134,13.239936765019909,11.597440063351375
580.0,-18.347417881493048,-20.609418369939554,-16.08541739304654,-31.540599501124888,-31.636019326121293,-31.445179676128483,-29.869287067848134,13.19318161963184,11.521869186355087
590.0,-18.422988758489335,-20.684989246935842,-16.16098827004283,-31.569415232733107,-31.664835057729512,-31.4739954077367,-29.869287067848134,13.146426474243771,11.446298309358799
600.0,-18.498559635485627,-20.76056012393213,-16.236559147039124,-31.59823096434133,-31.693650789337735,-31.502811139344924,-29.869287067848134,13.099671328855703,11.370727432362507
610.0,-18.574130512481915,-20.836131000928418,-16.31213002403541,-31.62704669594955,-31.722466520945954,-31.531626870953144,-29.869287067848134,13.052916183467634,11.29515655536622
620.0,-18.649701389478203,-20.911701877924706,-16.3877009010317,-31.655862427557768,-31.751282252554173,-31.560442602561363,-29.869287067848134,13.006161038079565,11.219585678369931
630.0,-18.72527226647449,-20.987272754920994,-16.463271778027988,-31.684678159165987,-31.780097984162392,-31.589258334169582,-29.869287067848134,12.959405892691496,11.144014801373643
640.0,-18.80084314347078,-21.062843631917282,-16.538842655024276,-31.713493890774206,-31.80891371577061,-31.6180740657778,-29.869287067848134,12.912650747303427,11.068443924377355
650.0,-18.876414020467067,-21.13841450891357,-16.614413532020563,-31.74230962238243,-31.837729447378834,-31.646889797386024,-29.869287067848134,12.865895601915362,10.992873047381067
660.0,-18.95198489746336,-21.213985385909865,-16.68998440901685,-31.771125353990648,-31.866545178987053,-31.675705528994243,-29.869287067848134,12.81914045652729,10.917302170384776
670.0,-19.027555774459646,-21.289556262906153,-16.76555528601314,-31.799941085598867,-31.895360910595272,-31.704521260602462,-29.869287067848134,12.772385311139221,10.841731293388488
680.0,-19.103126651455934,-21.36512713990244,-16.841126163009427,-31.828756817207086,-31.92417664220349,-31.73333699221068,-29.869287067848134,12.725630165751152,10.7661604163922
690.0,-19.178697528452222,-21.44069801689873,-16.916697040005715,-31.857572548815305,-31.95299237381171,-31.7621527238189,-29.869287067848134,12.678875020363083,10.690589539395912
700.0,-19.254268405448514,-21.516268893895017,-16.99226791700201,-31.886388280423528,-31.981808105419933,-31.790968455427123,-29.869287067848134,12.632119874975015,10.61501866239962
710.0,-19.3298392824448,-21.591839770891305,-17.0678387939983,-31.915204012031747,-32.010623837028156,-31.819784187035342,-29.869287067848134,12.585364729586946,10.539447785403333
720.0,-19.40541015944109,-21.667410647887593,-17.143409670994586,-31.944019743639966,-32.039439568636375,-31.84859991864356,-29.869287067848134,12.538609584198877,10.463876908407045
730.0,-19.480981036437377,-21.74298152488388,-17.218980547990874,-31.972835475248186,-32.068255300244594,-31.87741565025178,-29.869287067848134,12.491854438810808,10.388306031410757
740.0,-19.556551913433665,-21.81855240188017,-17.294551424987162,-32.00165120685641,-32.09707103185281,-31.906231381860003,-29.869287067848134,12.445099293422743,10.312735154414469
750.0,-19.632122790429953,-21.894123278876457,-17.37012230198345,-32.03046693846463,-32.12588676346103,-31.935047113468222,-29.869287067848134,12.398344148034674,10.23716427741818
760.0,-19.707693667426245,-21.96969415587275,-17.445693178979738,-32.05928267007285,-32.15470249506925,-31.96386284507644,-29.869287067848134,12.351589002646602,10.16159340042189
770.0,-19.783264544422533,-22.04526503286904,-17.521264055976026,-32.088098401681066,-32.18351822667747,-31.99267857668466,-29.869287067848134,12.304833857258533,10.086022523425601
780.0,-19.85883542141882,-22.120835909865328,-17.596834932972314,-32.116914133289285,-32.21233395828569,-32.02149430829288,-29.869287067848134,12.258078711870464,10.010451646429313
790.0,-19.93440629841511,-22.196406786861616,-17.672405809968602,-32.145729864897504,-32.24114968989391,-32.0503100399011,-29.869287067848134,12.211323566482395,9.934880769433025
800.0,-20.0099771754114,-22.271977663857903,-17.747976686964897,-32.17454559650572,-32.26996542150213,-32.07912577150932,-29.869287067848134,12.164568421094323,9.859309892436734
810.0,-20.085548052407688,-22.34754854085419,-17.823547563961185,-32.20336132811394,-32.29878115311035,-32.10794150311754,-29.869287067848134,12.117813275706254,9.783739015440446
820.0,-20.161118929403976,-22.42311941785048,-17.899118440957473,-32.23217705972217,-32.327596884718574,-32.13675723472576,-29.869287067848134,12.071058130318193,9.708168138444158
830.0,-20.236689806400264,-22.498690294846767,-17.97468931795376,-32.26099279133039,-32.35641261632679,-32.16557296633398,-29.869287067848134,12.024302984930124,9.63259726144787
840.0,-20.312260683396552,-22.574261171843055,-18.05026019495005,-32.28980852293861,-32.38522834793501,-32.1943886979422,-29.869287067848134,11.977547839542055,9.557026384451582
850.0,-20.38783156039284,-22.649832048839343,-18.125831071946337,-32.318624254546826,-32.41404407954323,-32.22320442955042,-29.869287067848134,11.930792694153986,9.481455507455294
860.0,-20.46340243738913,-22.72540292583564,-18.201401948942625,-32.347439986155045,-32.44285981115145,-32.25202016115864,-29.869287067848134,11.884037548765914,9.405884630459003
870.0,-20.53897331438542,-22.800973802831926,-18.276972825938913,-32.376255717763264,-32.47167554275967,-32.28083589276686,-29.869287067848134,11.837282403377845,9.330313753462715
880.0,-20.614544191381707,-22.876544679828214,-18.3525437029352,-32.40507144937148,-32.50049127436789,-32.30965162437508,-29.869287067848134,11.790527257989776,9.254742876466427
890.0,-20.690115068378,-22.952115556824502,-18.428114579931496,-32.4338871809797,-32.52930700597611,-32.3384673559833,-29.869287067848134,11.743772112601704,9.179171999470135
900.0,-20.765685945374287,-23.02768643382079,-18.503685456927784,-32.46270291258792,-32.55812273758433,-32.36728308759152,-29.869287067848134,11.697016967213635,9.103601122473847
910.0,-20.841256822370575,-23.103257310817078,-18.57925633392407,-32.49151864419615,-32.58693846919255,-32.39609881919974,-29.869287067848134,11.650261821825573,9.02803024547756
920.0,-20.916827699366863,-23.178828187813366,-18.65482721092036,-32.52033437580437,-32.61575420080077,-32.42491455080796,-29.869287067848134,11.603506676437505,8.952459368481271
930.0,-20.99239857636315,-23.254399064809654,-18.730398087916647,-32.549150107412586,-32.64456993240899,-32.45373028241618,-29.869287067848134,11.556751531049436,8.876888491484983
940.0,-21.06796945335944,-23.329969941805942,-18.805968964912935,-32.577965839020806,-32.67338566401721,-32.4825460140244,-29.869287067848134,11.509996385661367,8.801317614488696
950.0,-21.143540330355727,-23.40554081880223,-18.881539841909223,-32.606781570629025,-32.70220139562543,-32.51136174563262,-29.869287067848134,11.463241240273298,8.725746737492408
960.0,-21.219111207352018,-23.481111695798525,-18.95711071890551,-32.635597302237244,-32.73101712723365,-32.54017747724084,-29.869287067848134,11.416486094885226,8.650175860496116
970.0,-21.294682084348306,-23.556682572794813,-19.0326815959018,-32.66441303384546,-32.75983285884187,-32.56899320884906,-29.869287067848134,11.369730949497157,8.574604983499828
980.0,-21.370252961344594,-23.6322534497911,-19.108252472898087,-32.69322876545368,-32.78864859045009,-32.59780894045728,-29.869287067848134,11.322975804109088,8.49903410650354
