T_K,G_disordered_mean_kJ_mol_atom,G_disordered_minus1SD,G_disordered_plus1SD,G_ordered_Bmix_mean_kJ_mol_atom,G_ordered_Bmix_minus1SD,G_ordered_Bmix_plus1SD,G_ordered_frozen_mean_kJ_mol_atom,Gap_disordered_minus_ordered_Bmix,Gap_disordered_minus_ordered_frozen
990.0,-21.445823838340885,-23.70782432678739,-19.183823349894382,-32.7220444970619,-32.817464322058306,-32.626624672065496,-29.869287067848134,11.276220658721016,8.423463229507249
1000.0,-21.521394715337173,-23.783395203783677,-19.25939422689067,-32.75086022867012,-32.846280053666526,-32.655440403673715,-29.869287067848134,11.229465513332947,8.34789235251096
1010.0,-21.59696559233346,-23.858966080779965,-19.334965103886958,-32.77967596027835,-32.87509578527475,-32.68425613528194,-29.869287067848134,11.182710367944885,8.272321475514673
1020.0,-21.67253646932975,-23.934536957776253,-19.410535980883246,-32.808491691886566,-32.90391151688297,-32.71307186689016,-29.869287067848134,11.135955222556817,8.196750598518385
1030.0,-21.748107346326037,-24.01010783477254,-19.486106857879534,-32.837307423494785,-32.93272724849119,-32.74188759849838,-29.869287067848134,11.089200077168748,8.121179721522097
1040.0,-21.823678223322325,-24.08567871176883,-19.561677734875822,-32.866123155103004,-32.96154298009941,-32.7707033301066,-29.869287067848134,11.042444931780679,8.045608844525809
1050.0,-21.899249100318617,-24.161249588765124,-19.63724861187211,-32.89493888671122,-32.99035871170763,-32.79951906171482,-29.869287067848134,10.995689786392607,7.970037967529517
1060.0,-21.974819977314905,-24.23682046576141,-19.712819488868398,-32.92375461831944,-33.01917444331585,-32.82833479332304,-29.869287067848134,10.948934641004538,7.8944670905332295
1070.0,-22.050390854311193,-24.3123913427577,-19.788390365864686,-32.95257034992766,-33.04799017492407,-32.85715052493126,-29.869287067848134,10.902179495616469,7.8188962135369415
1080.0,-22.125961731307484,-24.387962219753987,-19.86396124286098,-32.98138608153588,-33.076805906532286,-32.885966256539476,-29.869287067848134,10.855424350228397,7.74332533654065
1090.0,-22.201532608303772,-24.463533096750275,-19.93953211985727,-33.0102018131441,-33.105621638140505,-32.914781988147695,-29.869287067848134,10.808669204840328,7.667754459544362
1100.0,-22.27710348530006,-24.539103973746563,-20.015102996853557,-33.039017544752326,-33.13443736974873,-32.94359771975592,-29.869287067848134,10.761914059452266,7.592183582548074
1110.0,-22.352674362296348,-24.61467485074285,-20.090673873849845,-33.067833276360545,-33.16325310135695,-32.97241345136414,-29.869287067848134,10.715158914064197,7.516612705551786
1120.0,-22.428245239292636,-24.69024572773914,-20.166244750846133,-33.096649007968765,-33.19206883296517,-33.00122918297236,-29.869287067848134,10.668403768676129,7.441041828555498
1130.0,-22.503816116288924,-24.765816604735427,-20.24181562784242,-33.125464739576984,-33.22088456457339,-33.03004491458058,-29.869287067848134,10.62164862328806,7.36547095155921
1140.0,-22.579386993285212,-24.841387481731715,-20.31738650483871,-33.1542804711852,-33.24970029618161,-33.0588606461888,-29.869287067848134,10.574893477899991,7.289900074562922
1150.0,-22.654957870281503,-24.91695835872801,-20.392957381834997,-33.18309620279342,-33.27851602778983,-33.08767637779702,-29.869287067848134,10.528138332511919,7.214329197566631
1160.0,-22.73052874727779,-24.992529235724298,-20.468528258831284,-33.21191193440164,-33.307331759398046,-33.116492109405236,-29.869287067848134,10.48138318712385,7.138758320570343
1170.0,-22.80609962427408,-25.068100112720586,-20.544099135827572,-33.24072766600986,-33.336147491006265,-33.145307841013455,-29.869287067848134,10.434628041735781,7.063187443574055
1180.0,-22.88167050127037,-25.143670989716874,-20.619670012823867,-33.26954339761808,-33.364963222614485,-33.174123572621674,-29.869287067848134,10.387872896347709,6.987616566577763
1190.0,-22.95724137826666,-25.219241866713162,-20.695240889820155,-33.2983591292263,-33.393778954222704,-33.20293930422989,-29.869287067848134,10.34111775095964,6.9120456895814755
1200.0,-23.032812255262947,-25.29481274370945,-20.770811766816443,-33.327174860834525,-33.42259468583093,-33.23175503583812,-29.869287067848134,10.294362605571578,6.8364748125851875
1210.0,-23.108383132259235,-25.370383620705738,-20.84638264381273,-33.355990592442744,-33.45141041743915,-33.26057076744634,-29.869287067848134,10.24760746018351,6.7609039355889
1220.0,-23.183954009255523,-25.445954497702026,-20.92195352080902,-33.38480632405096,-33.48022614904737,-33.28938649905456,-29.869287067848134,10.20085231479544,6.685333058592612
1230.0,-23.25952488625181,-25.521525374698314,-20.997524397805307,-33.41362205565918,-33.50904188065559,-33.31820223066278,-29.869287067848134,10.154097169407372,6.609762181596324
1240.0,-23.3350957632481,-25.5970962516946,-21.073095274801595,-33.4424377872674,-33.53785761226381,-33.347017962270996,-29.869287067848134,10.107342024019303,6.534191304600036
1250.0,-23.41066664024439,-25.672667128690897,-21.148666151797883,-33.47125351887562,-33.566673343872026,-33.375833693879216,-29.869287067848134,10.06058687863123,6.458620427603744
