delta_G_rxn_per_fu_kJmol,delta_G_rxn_per_atom_kJmol,G_atom_HEI_kJmol,sum_y_mu_L_kJmol,notes
-150.5481,-37.637,-36.3112,5.3034,delta_G_rxn<0 is thermodynamically favourable within the stated model and reference states; kinetics and competing phases are not implied
